0235, 292, 409, 436, 553, 95.48, danger
0235, 288, 291, 514, 551, 93.05, danger
0235, 390, 390, 486, 486, 89.77, danger
0249, 39, 312, 135, 408, 92.11, danger
0249, 897, 390, 993, 486, 73.46, danger
0249, 858, 416, 922, 480, 69.04, ceder
0269, 312, 78, 376, 142, 83.47, danger
0269, 754, 312, 818, 376, 75.54, danger
0269, 546, 650, 610, 714, 75.4, forange
0296, 619, 338, 666, 381, 96.18, ceder
0296, 585, 312, 681, 408, 93.35, ceder
0296, 104, 494, 168, 558, 83.95, frouge
0313, 435, 275, 631, 494, 99.21, ceder
0313, 438, 263, 654, 479, 98.67, ceder
0313, 468, 351, 612, 495, 98.41, ceder
0314, 20, 512, 63, 562, 98.92, obligation
0314, 338, 416, 402, 480, 91.63, danger
0314, 910, 182, 974, 246, 78.45, frouge
0316, 624, 702, 688, 766, 84.02, danger
0316, 676, 520, 740, 584, 82.56, danger
0316, 650, 520, 714, 584, 78.24, ceder
0323, 438, 351, 654, 567, 97.75, ceder
0323, 211, 746, 276, 758, 91.57, interdiction
0323, 416, 130, 480, 194, 90.71, danger
0327, 494, 208, 558, 272, 97.92, interdiction
0327, 682, 177, 715, 209, 97.75, ceder
0327, 598, 182, 662, 246, 97.25, danger
0330, 286, 390, 350, 454, 92.46, danger
0330, 234, 351, 378, 495, 89.21, interdiction
0330, 312, 546, 408, 642, 80.32, obligation
0333, 234, 468, 378, 612, 82.2, frouge
0333, 429, 429, 525, 525, 79.09, danger
0333, 650, 442, 714, 506, 76.57, ceder
0335, 166, 316, 182, 343, 98.52, interdiction
0335, 488, 643, 633, 776, 97.12, ceder
0335, 468, 676, 532, 740, 94.69, danger
0355, 429, 39, 525, 135, 99.39, danger
0355, 409, 234, 553, 378, 99.31, danger
0355, 338, 442, 402, 506, 97.91, danger
0360, 312, 312, 376, 376, 99.71, ceder
0360, 335, 321, 364, 356, 96.42, ceder
0360, 273, 312, 369, 408, 76.61, danger
0374, 260, 260, 324, 324, 93.48, forange
0374, 728, 260, 792, 324, 92.25, ceder
0374, 390, 338, 454, 402, 80.95, obligation
0383, 195, 858, 291, 954, 71.31, fvert
0390, 601, 44, 822, 243, 99.83, ceder
0390, 643, 58, 787, 202, 98.95, ceder
0390, 699, 263, 711, 279, 96.74, interdiction
0407, 650, 494, 714, 558, 86.25, frouge
0427, 260, 338, 324, 402, 92.8, danger
0427, 312, 312, 408, 408, 88.25, danger
0427, 195, 39, 291, 135, 78.65, interdiction
0435, 546, 338, 610, 402, 82.64, fvert
0435, 0, 676, 64, 740, 80.58, danger
0435, 364, 494, 428, 558, 76.22, danger
0436, 78, 858, 142, 922, 89.04, danger
0436, 104, 780, 168, 844, 85.92, danger
0436, 104, 728, 168, 792, 85.28, ceder
0446, 125, 337, 356, 568, 97.88, interdiction
0446, 598, 234, 662, 298, 91.95, interdiction
0446, 546, 0, 610, 64, 86.83, interdiction
0449, 363, 198, 586, 373, 94.37, obligation
0449, 338, 312, 402, 376, 90.68, danger
0449, 390, 585, 486, 681, 83.46, danger
0459, 610, 153, 718, 249, 99.62, danger
0459, 585, 117, 729, 261, 99.04, danger
0459, 650, 182, 714, 246, 98.77, danger
0462, 153, 88, 574, 964, 99.04, interdiction
0462, 125, 258, 160, 292, 98.22, interdiction
0462, 442, 208, 506, 272, 96.64, danger
0471, 292, 351, 436, 495, 99.92, ceder
0471, 303, 360, 435, 474, 99.84, ceder
0471, 292, 292, 436, 436, 88.16, interdiction
0474, 748, 447, 799, 563, 91.6, frouge
0474, 78, 234, 174, 330, 74.45, danger
0475, 748, 745, 832, 750, 89.48, danger
0475, 0, 0, 64, 64, 85.81, fvert
0475, 572, 260, 636, 324, 80.21, interdiction
0478, 312, 429, 408, 525, 97.77, ceder
0478, 0, 754, 64, 818, 88.97, danger
0478, 312, 390, 376, 454, 87.25, interdiction
0488, 712, 425, 762, 476, 92.43, interdiction
0488, 702, 416, 766, 480, 74.46, obligation
0488, 394, 0, 718, 324, 68.02, fvert
0501, 394, 0, 718, 324, 96.89, interdiction
0501, 463, 62, 665, 271, 89.57, interdiction
0501, 351, 117, 495, 261, 86.6, danger
0506, 417, 480, 433, 502, 99.74, interdiction
0506, 227, 109, 533, 406, 98.91, ceder
0506, 572, 702, 636, 766, 98.2, danger
0515, 273, 585, 369, 681, 84.82, fvert
0533, 192, 541, 247, 629, 97.85, interdiction
0533, 234, 546, 298, 610, 93.47, interdiction
0533, 156, 624, 220, 688, 87.47, interdiction
0537, 444, 314, 541, 422, 96.32, interdiction
0537, 409, 292, 553, 436, 90.4, interdiction
0537, 26, 130, 90, 194, 89.7, interdiction
0539, 263, 131, 587, 455, 98.75, danger
0539, 624, 52, 688, 116, 98.02, danger
0539, 325, 3, 700, 641, 97.36, interdiction
0541, 895, 763, 956, 794, 97.08, interdiction
0541, 642, 662, 683, 699, 96.64, interdiction
0541, 884, 728, 948, 792, 90.16, interdiction
0557, 156, 52, 220, 116, 96.51, danger
0557, 130, 0, 194, 64, 94.83, danger
0557, 598, 260, 662, 324, 86.5, forange
0582, 806, 312, 870, 376, 89.48, danger
0582, 741, 234, 837, 330, 80.4, danger
0582, 624, 78, 688, 142, 78.6, danger
0601, 520, 858, 584, 922, 84.31, danger
0601, 312, 676, 376, 740, 78.88, fvert
0601, 130, 546, 194, 610, 65.47, interdiction
0603, 500, 291, 569, 376, 98.49, obligation
0603, 24, 216, 47, 238, 96.92, interdiction
0603, 312, 0, 376, 64, 73.98, interdiction
0606, 338, 624, 402, 688, 72.89, fvert
0619, 442, 104, 506, 168, 73.49, interdiction
0619, 104, 390, 168, 454, 70.15, fvert
0619, 0, 175, 144, 319, 69.0, ceder
0629, 165, 401, 223, 460, 98.02, obligation
0629, 156, 390, 220, 454, 91.71, interdiction
0629, 104, 0, 168, 64, 91.03, interdiction
0630, 286, 26, 350, 90, 95.68, interdiction
0630, 238, 364, 266, 390, 95.17, ceder
0630, 234, 26, 298, 90, 93.23, interdiction
0641, 551, 550, 1000, 574, 92.88, danger
0641, 182, 494, 246, 558, 83.0, fvert
0651, 614, 0, 830, 216, 99.96, danger
0651, 702, 58, 846, 202, 96.44, danger
0651, 643, 58, 787, 202, 94.55, danger
0670, 390, 546, 454, 610, 83.06, frouge
0670, 0, 390, 64, 454, 74.16, danger
0673, 650, 572, 714, 636, 87.34, frouge
0673, 390, 416, 454, 480, 81.05, danger
0673, 260, 0, 324, 64, 78.95, interdiction
0683, 661, 358, 703, 394, 99.73, danger
0683, 650, 338, 714, 402, 93.66, danger
0683, 263, 351, 479, 567, 81.56, fvert
0694, 515, 646, 599, 721, 98.38, ceder
0694, 468, 663, 564, 759, 96.75, danger
0694, 520, 702, 584, 766, 96.17, ceder
0695, 312, 390, 408, 486, 95.47, danger
0695, 39, 234, 135, 330, 81.84, frouge
0695, 390, 806, 454, 870, 75.58, danger
0701, 936, 208, 1000, 272, 93.0, danger
0701, 936, 182, 1000, 246, 83.97, ceder
0701, 910, 182, 974, 246, 83.29, danger
0713, 234, 0, 330, 96, 98.47, ceder
0713, 234, 117, 330, 213, 90.32, danger
0713, 286, 0, 350, 64, 83.7, ceder
0739, 277, 386, 401, 499, 99.75, danger
0739, 312, 390, 376, 454, 99.22, danger
0739, 26, 390, 90, 454, 93.2, danger
0743, 338, 572, 402, 636, 99.89, danger
0743, 351, 624, 447, 720, 99.41, danger
0743, 292, 578, 451, 719, 99.35, danger
0746, 741, 289, 820, 354, 99.64, danger
0746, 858, 26, 922, 90, 91.97, interdiction
0746, 663, 351, 759, 447, 91.54, fvert
0789, 520, 338, 584, 402, 78.08, forange
0801, 208, 324, 360, 482, 99.46, interdiction
0801, 78, 468, 142, 532, 83.84, fvert
0801, 273, 351, 369, 447, 66.78, obligation
0814, 411, 0, 487, 57, 99.3, ceder
0814, 494, 442, 558, 506, 98.01, danger
0814, 364, 546, 428, 610, 96.57, danger
0828, 769, 414, 798, 443, 94.66, interdiction
0828, 728, 338, 792, 402, 92.89, danger
0828, 754, 468, 818, 532, 88.99, danger
0838, 456, 445, 474, 471, 99.51, interdiction
0838, 314, 422, 350, 461, 98.41, ceder
0838, 26, 546, 90, 610, 89.03, danger
0842, 702, 312, 766, 376, 91.69, danger
0842, 130, 416, 194, 480, 72.56, fvert
0842, 806, 416, 870, 480, 67.33, danger
0843, 394, 263, 718, 587, 97.91, interdiction
0843, 598, 364, 662, 428, 96.77, danger
0843, 741, 117, 837, 213, 96.76, danger
0866, 494, 156, 558, 220, 96.24, danger
0866, 494, 442, 558, 506, 91.79, danger
0866, 468, 208, 532, 272, 89.89, ceder
0876, 291, 489, 317, 526, 99.47, interdiction
0876, 241, 357, 337, 455, 98.21, interdiction
0876, 234, 351, 330, 447, 89.34, obligation
